i,j,val
19,14,        0.0000000000
19,15,        0.0000000000
19,16,        0.0000000000
19,17,        0.0000000000
19,18,        0.0000000000
19,19,        0.2125500000
19,20,        0.0000000000
19,21,        0.0000000000
19,22,        0.0000000000
19,23,        0.0000000000
19,24,        0.0000000000
19,25,        0.0000000000
19,26,        0.0746223381
19,27,        0.0576084149
19,28,        0.0280837003
19,29,        0.0000000000
19,30,        0.0000000000
19,31,       -0.0216248409
19,32,        0.0000000000
19,33,        0.0000000000
19,34,        0.0239252501
19,35,        0.0541988848
19,36,        0.0541988848
19,37,       -0.0239495982
19,38,        0.0000000000
19,39,        0.0000000000
19,40,        0.0000000000
19,41,        0.0024960721
19,42,        0.0000000000
19,43,        0.0000000000
19,44,        0.0036555769
19,45,        0.0234853675
19,46,        0.0234853675
19,47,       -0.0691931176
19,48,        0.0000000000
19,49,        0.0000000000
19,50,        0.0000000000
20,1,       -0.1933147840
20,2,       -0.1088642232
20,3,        0.1745048675
20,4,        0.0000000000
20,5,        0.0000000000
20,6,        0.0000000000
20,7,        0.0000000000
20,8,        0.0000000000
20,9,        0.0000000000
20,10,        0.5861909595
20,11,       -0.2901053542
20,12,       -0.2901053542
20,13,        0.0000000000
20,14,        0.0000000000
20,15,        0.0000000000
20,16,        0.1322604332
20,17,        0.0000000000
20,18,        0.0000000000
20,19,        0.0000000000
20,20,        1.0053333333
20,21,       -0.0773333333
20,22,       -0.0773333333
20,23,        0.0000000000
20,24,        0.0000000000
20,25,        0.0000000000
20,26,       -0.0311918564
20,27,        0.0539106450
20,28,        0.0172246768
20,29,        0.0000000000
20,30,        0.0000000000
20,31,       -0.0911550844
20,32,        0.0000000000
20,33,        0.0000000000
20,34,       -0.0230554952
20,35,        0.0207877710
20,36,       -0.0438626529
20,37,        0.1527497129
20,38,        0.0000000000
20,39,        0.0000000000
20,40,        0.0000000000
20,41,        0.0034469358
20,42,        0.0000000000
20,43,        0.0000000000
20,44,       -0.0014158575
20,45,        0.0019372835
20,46,       -0.0355618957
20,47,        0.0923808206
20,48,        0.0000000000
20,49,        0.0000000000
20,50,        0.0000000000
21,1,       -0.1933147840
21,2,       -0.1088642232
21,3,        0.1745048675
21,4,        0.0000000000
21,5,        0.0000000000
21,6,        0.0000000000
21,7,        0.0000000000
21,8,        0.0000000000
21,9,        0.0000000000
21,10,       -0.2901053542
21,11,        0.5861909595
21,12,       -0.2901053542
21,13,        0.0000000000
21,14,        0.0000000000
21,15,        0.0000000000
21,16,        0.1322604332
21,17,        0.0000000000
21,18,        0.0000000000
21,19,        0.0000000000
21,20,       -0.0773333333
21,21,        1.0053333333
21,22,       -0.0773333333
21,23,        0.0000000000
21,24,        0.0000000000
21,25,        0.0000000000
21,26,       -0.0311918564
21,27,        0.0539106450
21,28,        0.0172246768
21,29,        0.0000000000
21,30,        0.0000000000
21,31,       -0.0911550844
21,32,        0.0000000000
21,33,        0.0000000000
21,34,       -0.0230554952
21,35,       -0.0438626529
21,36,        0.0207877710
21,37,        0.1527497129
21,38,        0.0000000000
21,39,        0.0000000000
21,40,        0.0000000000
21,41,        0.0034469358
21,42,        0.0000000000
21,43,        0.0000000000
21,44,       -0.0014158575
21,45,       -0.0355618957
21,46,        0.0019372835
21,47,        0.0923808206
21,48,        0.0000000000
21,49,        0.0000000000
21,50,        0.0000000000
22,1,       -0.1933147840
22,2,       -0.1088642232
22,3,        0.1745048675
22,4,        0.0000000000
22,5,        0.0000000000
22,6,        0.0000000000
22,7,        0.0000000000
22,8,        0.0000000000
22,9,        0.0000000000
22,10,       -0.2901053542
22,11,       -0.2901053542
22,12,        0.5861909595
22,13,        0.0000000000
22,14,        0.0000000000
22,15,        0.0000000000
22,16,        0.1322604332
22,17,        0.0000000000
22,18,        0.0000000000
22,19,        0.0000000000
22,20,       -0.0773333333
22,21,       -0.0773333333
22,22,        1.0053333333
22,23,        0.0000000000
22,24,        0.0000000000
22,25,        0.0000000000
22,26,        0.0263143142
22,27,        0.0274701024
22,28,        0.0185706504
22,29,        0.0000000000
22,30,        0.0000000000
22,31,       -0.1627661283
22,32,        0.0000000000
22,33,        0.0000000000
22,34,       -0.0204877432
22,35,       -0.0506663807
22,36,       -0.0506663807
22,37,        0.0713102379
22,38,        0.0000000000
22,39,        0.0000000000
22,40,        0.0000000000
22,41,        0.0034705906
22,42,        0.0000000000
22,43,        0.0000000000
22,44,       -0.0013690811
22,45,       -0.0394775430
22,46,       -0.0394775430
22,47,        0.0523040657
22,48,        0.0000000000
22,49,        0.0000000000
22,50,        0.0000000000
23,1,        0.0000000000
23,2,        0.0000000000
23,3,        0.0000000000
23,4,        0.0000000000
23,5,        0.0000000000
23,6,        0.0000000000
23,7,        0.0000000000
23,8,        0.0000000000
23,9,        0.0000000000
23,10,        0.0000000000
23,11,        0.0000000000
23,12,        0.0000000000
23,13,        1.3144444706
23,14,        0.0000000000
23,15,        0.0000000000
23,16,        0.0000000000
23,17,        0.0000000000
23,18,        0.0000000000
23,19,        0.0000000000
23,20,        0.0000000000
23,21,        0.0000000000
23,22,        0.0000000000
23,23,        1.6240000000
23,24,        0.0000000000
23,25,        0.0000000000
23,26,        0.0000000000
23,27,        0.0000000000
23,28,        0.0000000000
23,29,        0.0000000000
23,30,        0.0000000000
23,31,        0.0000000000
23,32,        0.0000000000
23,33,        0.0000000000
23,34,        0.0000000000
23,35,        0.0000000000
23,36,        0.0000000000
23,37,        0.0000000000
23,38,        0.0969756358
23,39,        0.0000000000
23,40,        0.0000000000
23,41,        0.0000000000
23,42,        0.0000000000
23,43,        0.0000000000
23,44,        0.0000000000
23,45,        0.0000000000
23,46,        0.0000000000
23,47,        0.0000000000
23,48,        0.0562487687
23,49,        0.0000000000
23,50,        0.0000000000
24,1,        0.0000000000
24,2,        0.0000000000
