i,j,val
14,22,        0.0000000000
14,23,        0.0000000000
14,24,        0.0000000000
14,25,       -0.0081548496
14,26,        0.0000000000
14,27,        0.0000000000
14,28,       -0.0186731471
14,29,        0.0000000000
14,30,        0.0000000000
14,31,        0.0000000000
14,32,        0.0000000000
14,33,       -0.0047470489
14,34,        0.0000000000
14,35,        0.0000000000
14,36,        0.0000000000
14,37,        0.0000000000
14,38,       -0.0191985343
14,39,        0.0000000000
14,40,        0.0000000000
14,41,        0.0000000000
14,42,        0.0000000000
14,43,        0.0000000000
14,44,        0.0000000000
14,45,        1.1913145484
14,46,        0.0000000000
15,1,        0.0000000000
15,2,        0.0000000000
15,3,        0.0000000000
15,4,        0.0016101499
15,5,        0.0000000000
15,6,        0.0000000000
15,7,        0.0000000000
15,8,        0.0000000000
15,9,       -0.0088792934
15,10,        0.0001664818
15,11,        0.0000000000
15,12,        0.0000000000
15,13,        0.0000000000
15,14,        0.0000000000
15,15,        0.0007630822
15,16,        0.0000000000
15,17,        0.0000000000
15,18,        0.0074074731
15,19,        0.0000000000
15,20,        0.0000000000
15,21,        0.0000000000
15,22,        0.0000000000
15,23,        0.0000000000
15,24,       -0.0081548496
15,25,        0.0000000000
15,26,        0.0000000000
15,27,       -0.0186731471
15,28,        0.0000000000
15,29,        0.0000000000
15,30,        0.0000000000
15,31,        0.0000000000
15,32,       -0.0047470489
15,33,        0.0000000000
15,34,        0.0000000000
15,35,        0.0000000000
15,36,        0.0000000000
15,37,       -0.0191985343
15,38,        0.0000000000
15,39,        0.0000000000
15,40,        0.0000000000
15,41,        0.0000000000
15,42,        0.0000000000
15,43,        0.0000000000
15,44,        0.0000000000
15,45,        0.0000000000
15,46,        1.1913145484
16,1,        0.0017959099
16,2,        0.0092513752
16,3,       -0.0258795369
16,4,        0.0000000000
16,5,        0.0000000000
16,6,       -0.1928744791
16,7,       -0.0255044502
16,8,        0.0000000000
16,9,        0.0000000000
16,10,        0.0000000000
16,11,        0.0000000000
16,12,       -0.0103130403
16,13,        0.2064227974
16,14,        0.5761165934
16,15,        0.0000000000
16,16,        0.0000000000
16,17,       -0.2520399360
16,18,        0.0000000000
16,19,        0.0000000000
16,20,        0.0000000000
16,21,        0.0000000001
16,22,       -1.4220349048
16,23,        1.5820256546
16,24,        0.0000000000
16,25,        0.0000000000
16,26,       -1.8974950947
16,27,        0.0000000000
16,28,        0.0000000000
16,29,        0.0000000000
16,30,        0.0000000001
16,31,        1.1149898488
16,32,        0.0000000000
16,33,        0.0000000000
16,34,       -2.8159594211
16,35,        0.0000000000
16,36,        0.0000000000
16,37,        0.0000000000
16,38,        0.0000000000
16,39,       -3.5456475857
16,40,        7.4383941465
16,41,       -2.3309477911
16,42,        0.0000000000
16,43,        0.0000000015
16,44,       -0.5382050368
16,45,        0.0000000000
